Date,Plant,Production_Line,Product,Planned_Units,Produced_Units,Defective_Units,Downtime_Minutes,Downtime_Reason,Shift,Overtime_Hours,Production_Cost
2026-02-22,Plant A,Line 2,Product E,904,837,27,34,Quality Issue,Night,4.6,68235.9
2026-02-22,Plant D,Line 1,Product B,1142,1026,39,17,Machine Failure,Evening,7.6,81279.61
2026-02-22,Plant D,Line 1,Product E,1007,887,20,18,Power Failure,Evening,7.3,81826.5
2026-02-22,Plant A,Line 2,Product D,1166,1025,37,25,Quality Issue,Morning,2.4,62125.38
2026-02-22,Plant A,Line 1,Product E,1009,901,32,42,Quality Issue,Night,5.1,73425.48
2026-02-23,Plant B,Line 2,Product E,909,867,35,49,Machine Failure,Evening,1.6,72021.91
2026-02-23,Plant A,Line 3,Product B,1160,1070,40,103,Power Failure,Morning,0.5,71415.52
2026-02-23,Plant D,Line 4,Product C,650,471,17,84,Power Failure,Evening,5.9,52166.1
2026-02-23,Plant C,Line 3,Product A,921,898,24,23,Planned Maintenance,Evening,2.9,63912.24
2026-02-23,Plant A,Line 2,Product A,929,929,25,71,Material Shortage,Evening,0.0,68337.57
2026-02-23,Plant D,Line 4,Product E,895,698,33,173,Material Shortage,Morning,3.7,63655.39
2026-02-23,Plant A,Line 4,Product C,641,613,15,46,Machine Failure,Morning,0.0,55987.34
2026-02-23,Plant A,Line 2,Product B,989,947,34,88,Planned Maintenance,Evening,5.5,68814.87
2026-02-23,Plant D,Line 1,Product B,1225,1040,71,148,Changeover,Morning,7.1,86302.89
2026-02-23,Plant C,Line 3,Product A,971,849,30,75,Machine Failure,Morning,2.2,61704.9
2026-02-23,Plant C,Line 1,Product D,1268,1197,40,70,Planned Maintenance,Night,1.4,70253.43
2026-02-23,Plant A,Line 1,Product C,793,752,13,37,Machine Failure,Night,3.2,70092.94
2026-02-24,Plant B,Line 2,Product C,635,560,21,14,Material Shortage,Morning,2.8,53157.17
2026-02-24,Plant C,Line 2,Product B,1109,1043,35,89,Planned Maintenance,Evening,4.4,70099.95
2026-02-24,Plant B,Line 2,Product C,648,574,17,108,Power Failure,Evening,6.0,60740.69
2026-02-24,Plant A,Line 3,Product D,1321,1179,45,39,Power Failure,Evening,2.4,72724.99
2026-02-24,Plant A,Line 2,Product D,1224,1121,44,91,Planned Maintenance,Morning,4.3,71250.94
2026-02-24,Plant A,Line 2,Product C,762,732,17,38,Machine Failure,Morning,2.8,68513.94
2026-02-24,Plant C,Line 3,Product C,802,756,22,18,Planned Maintenance,Evening,4.1,68898.45
2026-02-24,Plant A,Line 2,Product C,731,686,15,12,Power Failure,Morning,4.2,63845.89
2026-02-24,Plant B,Line 4,Product C,646,597,13,44,Machine Failure,Night,3.6,61273.07
2026-02-24,Plant B,Line 1,Product A,932,845,29,62,Planned Maintenance,Morning,2.1,67580.28
2026-02-24,Plant A,Line 4,Product B,929,841,44,168,Planned Maintenance,Morning,4.1,58734.94
2026-02-24,Plant B,Line 3,Product A,906,824,31,15,Planned Maintenance,Night,3.8,66374.77
2026-02-24,Plant A,Line 3,Product B,1120,1050,24,11,Machine Failure,Morning,3.1,74316.59
2026-02-24,Plant B,Line 4,Product C,624,537,21,87,Planned Maintenance,Morning,3.7,54956.03
2026-02-24,Plant C,Line 2,Product A,818,799,16,26,Power Failure,Morning,1.7,56658.86
2026-02-25,Plant C,Line 4,Product A,765,716,23,72,Planned Maintenance,Night,2.1,55304.56
2026-02-25,Plant D,Line 1,Product C,771,633,22,61,Planned Maintenance,Morning,6.2,68040.41
2026-02-25,Plant B,Line 1,Product A,825,705,24,20,Quality Issue,Evening,7.5,59390.59
2026-02-25,Plant B,Line 4,Product C,627,567,19,44,Machine Failure,Evening,6.4,61654.46
2026-02-25,Plant D,Line 4,Product E,933,785,42,99,Quality Issue,Night,4.5,69213.86
2026-02-25,Plant A,Line 4,Product E,896,907,24,33,Changeover,Morning,1.4,65543.43
2026-02-25,Plant A,Line 1,Product D,1265,1147,38,46,Machine Failure,Night,5.4,73580.05
2026-02-25,Plant C,Line 1,Product C,693,625,9,12,Planned Maintenance,Morning,4.3,57507.02
2026-02-25,Plant C,Line 2,Product E,942,877,21,48,Planned Maintenance,Night,3.7,66226.24
2026-02-25,Plant A,Line 3,Product D,1242,1237,40,13,Material Shortage,Evening,4.8,77454.08
2026-02-26,Plant C,Line 3,Product C,837,808,17,85,Machine Failure,Evening,0.9,71172.0
2026-02-26,Plant A,Line 3,Product D,1282,1168,37,47,Machine Failure,Morning,7.2,75620.25
2026-02-26,Plant B,Line 3,Product D,1228,1059,51,127,Changeover,Evening,2.6,70377.34
2026-02-26,Plant D,Line 4,Product C,718,570,26,101,Quality Issue,Evening,2.8,60359.57
2026-02-26,Plant A,Line 4,Product A,741,665,14,12,Material Shortage,Morning,8.1,57247.68
2026-02-26,Plant B,Line 4,Product A,891,775,25,37,Planned Maintenance,Morning,1.8,62354.16
2026-02-26,Plant A,Line 4,Product A,760,660,17,60,Machine Failure,Morning,4.3,52944.16
2026-02-26,Plant C,Line 4,Product B,1088,1094,25,11,Changeover,Evening,6.1,72383.6
2026-02-26,Plant C,Line 1,Product B,1089,1075,24,22,Material Shortage,Evening,2.4,71754.1
2026-02-26,Plant B,Line 2,Product A,857,810,29,25,Changeover,Evening,3.6,65091.95
2026-02-26,Plant B,Line 4,Product E,992,911,37,49,Machine Failure,Morning,4.8,78503.86
2026-02-26,Plant B,Line 1,Product A,796,738,26,39,Planned Maintenance,Night,5.3,63587.23
2026-02-26,Plant B,Line 3,Product A,772,671,21,30,Quality Issue,Night,6.0,56344.79
2026-02-27,Plant C,Line 3,Product B,1236,1255,25,40,Material Shortage,Morning,5.1,83043.69
2026-02-27,Plant D,Line 2,Product B,1066,852,44,95,Planned Maintenance,Evening,5.1,65265.19
2026-02-27,Plant B,Line 1,Product D,1228,1094,55,34,Power Failure,Evening,5.8,74522.19
2026-02-27,Plant B,Line 1,Product E,1089,935,34,28,Power Failure,Evening,4.5,81620.21
2026-02-27,Plant B,Line 1,Product A,847,791,33,37,Material Shortage,Night,3.1,64203.09
2026-02-27,Plant D,Line 3,Product D,1376,1224,63,40,Planned Maintenance,Night,3.6,81228.64
2026-02-28,Plant C,Line 4,Product B,959,902,31,148,Changeover,Evening,0.5,58253.15
2026-02-28,Plant A,Line 4,Product C,690,626,7,23,Machine Failure,Morning,4.1,58282.05
2026-02-28,Plant D,Line 3,Product C,716,587,16,26,Planned Maintenance,Night,5.6,62090.66
2026-02-28,Plant B,Line 4,Product B,1042,942,45,72,Machine Failure,Morning,3.4,69777.76
2026-02-28,Plant C,Line 3,Product D,1259,1188,37,40,Changeover,Evening,3.7,70166.74
2026-02-28,Plant A,Line 1,Product A,842,804,33,94,Planned Maintenance,Evening,1.2,58636.57
2026-02-28,Plant A,Line 2,Product B,1104,982,43,52,Machine Failure,Evening,8.5,70079.42
2026-02-28,Plant C,Line 4,Product A,730,745,24,24,Planned Maintenance,Evening,1.2,50772.92
2026-02-28,Plant B,Line 3,Product C,878,762,32,79,Machine Failure,Morning,6.3,78300.07
2026-03-01,Plant B,Line 3,Product A,925,763,20,124,Machine Failure,Evening,7.0,64206.79
2026-03-01,Plant A,Line 4,Product C,782,687,4,26,Power Failure,Morning,7.5,66394.67
2026-03-01,Plant D,Line 3,Product B,1136,912,47,120,Machine Failure,Night,3.9,69653.8
2026-03-01,Plant B,Line 3,Product A,926,839,41,95,Planned Maintenance,Morning,1.4,65164.52
2026-03-01,Plant C,Line 2,Product E,1026,1024,32,45,Power Failure,Morning,4.6,77940.16
2026-03-01,Plant D,Line 4,Product C,634,559,20,69,Material Shortage,Morning,6.5,60957.59
2026-03-01,Plant D,Line 4,Product C,726,590,19,69,Machine Failure,Morning,8.0,65914.62
2026-03-01,Plant A,Line 4,Product D,1160,1076,42,62,Material Shortage,Evening,0.4,62644.75
2026-03-01,Plant B,Line 4,Product C,620,482,16,150,Changeover,Evening,4.8,52619.07
2026-03-01,Plant A,Line 2,Product E,926,895,34,43,Machine Failure,Morning,1.1,69290.43
2026-03-02,Plant A,Line 4,Product C,614,596,12,27,Material Shortage,Night,1.8,52673.35
2026-03-02,Plant D,Line 2,Product B,1013,855,34,54,Material Shortage,Morning,4.3,65409.62
2026-03-02,Plant C,Line 2,Product D,1118,1027,32,16,Changeover,Morning,6.7,61952.35
2026-03-02,Plant C,Line 1,Product E,910,876,21,16,Planned Maintenance,Morning,1.0,64909.71
2026-03-02,Plant B,Line 1,Product C,639,559,22,77,Material Shortage,Evening,2.0,57748.11
2026-03-02,Plant B,Line 1,Product A,839,717,21,21,Quality Issue,Evening,6.8,62250.0
2026-03-02,Plant D,Line 4,Product A,777,683,28,90,Power Failure,Night,3.1,58333.77
2026-03-02,Plant C,Line 4,Product E,912,830,21,24,Machine Failure,Morning,2.5,61570.53
2026-03-02,Plant D,Line 4,Product C,644,555,16,98,Quality Issue,Morning,6.2,59025.96
2026-03-02,Plant C,Line 2,Product B,1058,1073,27,21,Quality Issue,Evening,0.1,68724.3
2026-03-03,Plant A,Line 2,Product D,1085,993,50,41,Quality Issue,Night,3.0,59813.76
2026-03-03,Plant C,Line 4,Product A,842,754,15,44,Planned Maintenance,Night,6.4,57894.8
2026-03-03,Plant D,Line 3,Product A,876,750,24,26,Planned Maintenance,Morning,3.6,62094.18
2026-03-03,Plant B,Line 1,Product E,914,825,31,25,Power Failure,Night,2.1,69610.67
2026-03-03,Plant C,Line 3,Product B,1115,1127,36,30,Material Shortage,Morning,0.0,69634.13
2026-03-03,Plant B,Line 3,Product E,1014,929,39,79,Power Failure,Evening,2.1,76643.63
2026-03-03,Plant A,Line 1,Product B,1140,1095,43,6,Power Failure,Morning,2.6,71429.42
2026-03-03,Plant A,Line 2,Product A,905,774,32,165,Changeover,Morning,6.4,66306.57
2026-03-03,Plant B,Line 1,Product B,1100,990,40,61,Planned Maintenance,Evening,7.5,74895.19
2026-03-03,Plant A,Line 3,Product A,1003,990,28,11,Changeover,Night,3.2,74700.86
2026-03-03,Plant B,Line 4,Product E,911,798,23,37,Machine Failure,Morning,5.1,70272.41
2026-03-04,Plant C,Line 2,Product D,1238,1173,46,51,Planned Maintenance,Night,0.9,66739.41
2026-03-04,Plant C,Line 4,Product A,923,836,30,91,Machine Failure,Night,4.4,65016.3
2026-03-04,Plant C,Line 1,Product C,832,740,16,35,Machine Failure,Night,3.9,65360.69
2026-03-04,Plant D,Line 4,Product A,783,659,25,48,Machine Failure,Evening,6.6,59587.73
2026-03-04,Plant B,Line 4,Product A,819,661,30,108,Material Shortage,Evening,7.8,58489.41
2026-03-04,Plant C,Line 2,Product C,697,593,17,93,Material Shortage,Evening,4.7,56077.97
2026-03-04,Plant C,Line 4,Product B,1044,1010,21,15,Material Shortage,Evening,4.1,66681.13
2026-03-04,Plant C,Line 1,Product C,765,766,11,98,Machine Failure,Night,3.2,72033.22
2026-03-04,Plant D,Line 1,Product E,1122,892,40,208,Planned Maintenance,Evening,3.7,81977.33
2026-03-04,Plant A,Line 2,Product D,1196,1101,41,26,Power Failure,Evening,0.0,63399.77
2026-03-05,Plant C,Line 4,Product A,786,801,17,19,Quality Issue,Morning,0.8,57784.11
2026-03-05,Plant C,Line 4,Product C,609,586,8,31,Machine Failure,Night,0.2,50420.92
2026-03-05,Plant B,Line 4,Product B,1068,936,47,139,Changeover,Evening,3.0,67519.53
2026-03-05,Plant A,Line 2,Product C,707,648,18,11,Quality Issue,Evening,3.3,57345.93
2026-03-05,Plant B,Line 1,Product B,1032,921,48,137,Power Failure,Evening,4.8,69873.49
2026-03-05,Plant B,Line 1,Product B,1156,1026,50,69,Planned Maintenance,Morning,2.4,74833.78
2026-03-05,Plant C,Line 3,Product B,1140,1071,52,120,Planned Maintenance,Night,4.2,73406.84
2026-03-05,Plant B,Line 1,Product A,937,859,29,34,Changeover,Evening,7.1,68074.98
2026-03-05,Plant A,Line 4,Product E,922,844,25,32,Planned Maintenance,Evening,6.2,70404.81
2026-03-05,Plant C,Line 4,Product C,637,637,11,64,Quality Issue,Morning,3.4,58935.5
2026-03-05,Plant D,Line 1,Product C,751,647,30,66,Quality Issue,Morning,7.5,72345.82
2026-03-05,Plant C,Line 2,Product E,955,935,24,26,Changeover,Evening,2.8,70618.6
2026-03-06,Plant C,Line 4,Product B,929,904,29,56,Machine Failure,Evening,1.2,57793.61
2026-03-06,Plant C,Line 1,Product D,1255,1227,34,51,Material Shortage,Evening,3.5,74211.44
2026-03-06,Plant A,Line 4,Product A,833,747,27,16,Changeover,Morning,2.1,54841.51
2026-03-06,Plant B,Line 2,Product C,718,612,25,50,Changeover,Morning,7.0,65188.01
2026-03-07,Plant B,Line 2,Product E,1023,899,35,18,Planned Maintenance,Evening,5.7,75774.44
2026-03-07,Plant A,Line 4,Product E,860,787,31,78,Material Shortage,Evening,3.8,64050.04
2026-03-07,Plant C,Line 2,Product E,930,877,28,29,Machine Failure,Evening,3.1,66707.99
2026-03-07,Plant D,Line 4,Product D,1078,947,43,80,Quality Issue,Morning,3.8,66825.3
2026-03-07,Plant B,Line 4,Product E,954,830,35,98,Machine Failure,Morning,7.5,76692.79
2026-03-07,Plant C,Line 4,Product D,1154,1106,37,41,Machine Failure,Night,3.7,63692.9
2026-03-07,Plant B,Line 3,Product B,1192,1010,41,125,Material Shortage,Morning,2.5,74791.54
2026-03-08,Plant A,Line 2,Product B,973,963,34,19,Planned Maintenance,Morning,3.7,67932.46
2026-03-08,Plant D,Line 4,Product A,817,750,33,42,Machine Failure,Night,6.7,66380.94
2026-03-08,Plant C,Line 2,Product B,1098,1033,29,51,Machine Failure,Morning,0.0,63047.64
2026-03-08,Plant A,Line 1,Product A,954,910,23,37,Planned Maintenance,Morning,3.6,67738.91
2026-03-08,Plant A,Line 4,Product A,737,637,16,25,Changeover,Evening,2.5,50443.73
2026-03-08,Plant B,Line 4,Product E,863,734,32,70,Power Failure,Morning,2.5,63372.91
2026-03-08,Plant D,Line 4,Product B,955,785,44,124,Machine Failure,Night,3.2,59388.5
2026-03-08,Plant A,Line 1,Product A,902,837,27,16,Planned Maintenance,Night,4.6,62043.25
2026-03-08,Plant C,Line 1,Product D,1241,1266,39,21,Machine Failure,Morning,2.0,71731.32
2026-03-08,Plant C,Line 4,Product D,1155,1081,37,62,Machine Failure,Night,4.5,62579.04
2026-03-09,Plant A,Line 1,Product A,898,759,22,132,Machine Failure,Evening,7.5,63494.96
2026-03-09,Plant B,Line 3,Product D,1347,1175,65,143,Machine Failure,Morning,8.2,84160.89
2026-03-09,Plant C,Line 4,Product C,687,667,14,29,Machine Failure,Morning,3.3,57444.73
2026-03-09,Plant C,Line 4,Product A,720,655,15,32,Material Shortage,Night,4.8,53847.04
2026-03-09,Plant D,Line 3,Product D,1245,1077,55,77,Changeover,Night,3.8,73284.85
2026-03-10,Plant D,Line 3,Product A,976,843,41,72,Power Failure,Night,7.5,75935.23
2026-03-10,Plant C,Line 3,Product D,1286,1250,40,23,Quality Issue,Morning,4.3,73660.89
2026-03-10,Plant B,Line 4,Product A,744,688,20,52,Machine Failure,Evening,2.4,55384.64
2026-03-10,Plant C,Line 1,Product E,1030,960,26,50,Machine Failure,Morning,1.9,70917.74
2026-03-10,Plant C,Line 3,Product D,1288,1157,48,76,Power Failure,Morning,6.6,71328.28
2026-03-10,Plant D,Line 2,Product A,884,754,28,30,Quality Issue,Evening,2.6,62961.96
2026-03-10,Plant D,Line 4,Product C,590,463,19,134,Planned Maintenance,Night,4.7,53118.07
2026-03-11,Plant D,Line 1,Product B,1172,1033,38,16,Material Shortage,Evening,5.3,79605.21
2026-03-11,Plant A,Line 4,Product C,628,577,14,50,Quality Issue,Morning,2.5,53596.3
2026-03-11,Plant A,Line 3,Product E,1026,910,27,39,Planned Maintenance,Morning,5.4,72442.73
2026-03-11,Plant B,Line 2,Product B,1077,941,33,73,Material Shortage,Evening,6.5,71756.93
2026-03-11,Plant A,Line 3,Product B,1175,1085,51,113,Planned Maintenance,Evening,0.0,71543.03
2026-03-11,Plant C,Line 1,Product C,729,657,11,29,Changeover,Evening,7.0,62545.65
2026-03-11,Plant C,Line 2,Product A,755,743,26,15,Machine Failure,Evening,0.9,53952.74
2026-03-11,Plant A,Line 4,Product E,803,745,19,55,Material Shortage,Morning,0.0,58554.47
2026-03-11,Plant D,Line 2,Product E,979,832,44,43,Machine Failure,Evening,8.4,79064.87
2026-03-11,Plant C,Line 2,Product D,1198,1180,59,87,Planned Maintenance,Evening,0.3,67876.39
2026-03-11,Plant B,Line 2,Product C,758,583,21,120,Material Shortage,Morning,3.5,58268.42
2026-03-11,Plant D,Line 3,Product C,742,666,34,81,Machine Failure,Night,4.1,69332.05
2026-03-11,Plant A,Line 4,Product C,675,601,19,99,Machine Failure,Evening,5.6,58779.74
2026-03-11,Plant A,Line 4,Product D,1128,1098,49,62,Machine Failure,Evening,3.7,66374.72
2026-03-12,Plant A,Line 4,Product E,895,866,28,17,Power Failure,Evening,4.9,70613.46
2026-03-12,Plant B,Line 4,Product E,999,937,47,54,Power Failure,Night,4.4,80600.15
2026-03-12,Plant C,Line 1,Product E,1048,953,29,72,Planned Maintenance,Morning,3.0,72175.17
2026-03-12,Plant B,Line 2,Product B,1060,956,38,68,Machine Failure,Evening,2.6,70887.53
2026-03-12,Plant C,Line 3,Product D,1363,1292,42,37,Material Shortage,Evening,3.9,74831.04
2026-03-12,Plant C,Line 4,Product E,874,851,31,43,Quality Issue,Evening,5.0,65881.7
2026-03-12,Plant C,Line 3,Product C,811,853,14,6,Machine Failure,Evening,1.2,72371.53
2026-03-12,Plant C,Line 3,Product B,1169,1114,30,16,Changeover,Morning,3.0,71733.91
2026-03-12,Plant C,Line 3,Product E,1071,1018,26,88,Machine Failure,Morning,3.3,79193.29
2026-03-12,Plant B,Line 2,Product A,818,710,31,65,Planned Maintenance,Morning,4.4,58725.08
2026-03-13,Plant A,Line 1,Product B,1149,1130,34,42,Machine Failure,Morning,5.2,77313.03
2026-03-13,Plant D,Line 3,Product E,1062,892,46,94,Planned Maintenance,Night,3.4,78054.66
2026-03-13,Plant B,Line 2,Product D,1238,1040,49,48,Planned Maintenance,Night,2.7,65629.89
2026-03-13,Plant A,Line 4,Product B,963,928,25,28,Power Failure,Evening,1.1,62941.88
2026-03-13,Plant A,Line 2,Product C,734,682,15,9,Quality Issue,Evening,4.1,64397.39
2026-03-13,Plant C,Line 4,Product B,931,902,25,30,Machine Failure,Evening,1.4,59718.85
2026-03-13,Plant A,Line 4,Product E,866,851,26,46,Machine Failure,Evening,0.1,67012.5
2026-03-13,Plant B,Line 1,Product D,1245,1105,51,76,Power Failure,Morning,7.4,77007.35
2026-03-14,Plant C,Line 2,Product B,1167,1096,35,35,Machine Failure,Night,3.6,72338.36
2026-03-14,Plant B,Line 3,Product D,1343,1207,46,69,Material Shortage,Morning,3.6,80465.49
2026-03-14,Plant C,Line 3,Product E,985,925,28,28,Planned Maintenance,Night,1.4,68449.74
2026-03-14,Plant A,Line 1,Product D,1286,1123,56,117,Planned Maintenance,Evening,6.1,72710.51
2026-03-14,Plant C,Line 4,Product C,664,615,13,31,Planned Maintenance,Morning,1.8,53641.52
2026-03-14,Plant D,Line 3,Product B,1185,1031,46,40,Machine Failure,Evening,5.0,77847.57
2026-03-14,Plant C,Line 1,Product E,1085,1010,38,102,Changeover,Morning,4.5,81079.8
2026-03-14,Plant A,Line 1,Product C,824,756,28,69,Machine Failure,Morning,5.8,74292.99
2026-03-14,Plant B,Line 3,Product E,974,791,36,106,Machine Failure,Morning,3.6,68980.95
2026-03-14,Plant A,Line 1,Product A,906,869,30,77,Material Shortage,Morning,4.7,68232.11
2026-03-15,Plant A,Line 4,Product E,880,814,34,89,Machine Failure,Evening,0.8,64126.96
2026-03-15,Plant C,Line 4,Product E,855,807,17,35,Material Shortage,Morning,0.9,58662.92
2026-03-15,Plant B,Line 3,Product D,1273,1126,50,93,Machine Failure,Morning,8.2,78370.84
2026-03-15,Plant B,Line 3,Product B,1286,1136,45,73,Changeover,Morning,3.2,82659.27
2026-03-15,Plant A,Line 3,Product E,1153,1124,33,40,Planned Maintenance,Morning,3.1,89026.67
2026-03-15,Plant C,Line 2,Product D,1236,1216,39,24,Machine Failure,Morning,3.9,71668.3
2026-03-15,Plant A,Line 1,Product E,960,883,30,69,Planned Maintenance,Evening,5.6,73866.48
2026-03-15,Plant B,Line 2,Product A,890,726,32,89,Changeover,Evening,5.3,62058.82
2026-03-15,Plant C,Line 4,Product E,921,898,14,33,Machine Failure,Morning,2.5,69085.42
2026-03-15,Plant A,Line 4,Product B,1029,984,39,61,Machine Failure,Evening,4.5,69790.36
2026-03-15,Plant D,Line 1,Product A,869,740,31,60,Machine Failure,Evening,4.9,62590.34
2026-03-15,Plant B,Line 3,Product E,1089,996,37,57,Changeover,Evening,6.6,88216.58
2026-03-15,Plant C,Line 1,Product E,983,868,37,119,Power Failure,Evening,2.4,66427.11
2026-03-15,Plant B,Line 4,Product E,864,806,32,42,Material Shortage,Night,0.9,66517.08
2026-03-15,Plant B,Line 3,Product E,1059,983,45,39,Planned Maintenance,Morning,3.3,82243.71
2026-03-16,Plant C,Line 3,Product D,1265,1159,48,67,Planned Maintenance,Morning,8.4,74729.75
2026-03-16,Plant A,Line 3,Product A,937,856,10,25,Power Failure,Morning,3.8,65495.48
2026-03-16,Plant C,Line 3,Product C,752,727,14,45,Changeover,Evening,2.8,64279.96
2026-03-16,Plant C,Line 1,Product E,982,967,32,28,Machine Failure,Night,4.5,74856.38
2026-03-16,Plant A,Line 1,Product D,1199,1120,48,24,Planned Maintenance,Morning,1.2,65166.39
2026-03-16,Plant B,Line 2,Product A,943,847,25,23,Power Failure,Morning,6.0,70854.46
2026-03-16,Plant A,Line 2,Product A,897,813,26,46,Power Failure,Night,2.2,61489.93
2026-03-16,Plant C,Line 4,Product D,1017,988,26,39,Machine Failure,Morning,0.4,55845.52
2026-03-16,Plant C,Line 1,Product D,1205,1165,41,69,Machine Failure,Evening,0.2,67219.33
2026-03-17,Plant A,Line 3,Product E,994,932,37,55,Quality Issue,Night,1.4,71063.18
2026-03-17,Plant D,Line 3,Product C,771,602,25,92,Machine Failure,Evening,5.6,64985.65
2026-03-17,Plant C,Line 2,Product A,858,914,17,18,Machine Failure,Morning,5.2,65758.43
2026-03-17,Plant B,Line 4,Product A,874,801,27,45,Quality Issue,Morning,4.5,67952.87
2026-03-17,Plant C,Line 2,Product B,1064,994,48,98,Quality Issue,Evening,1.4,66475.98
2026-03-17,Plant D,Line 2,Product A,956,808,30,52,Machine Failure,Evening,6.9,72045.28
2026-03-17,Plant D,Line 4,Product A,899,794,31,25,Changeover,Evening,5.1,67920.33
2026-03-17,Plant C,Line 2,Product D,1186,1174,47,87,Planned Maintenance,Evening,0.5,66138.43
2026-03-17,Plant D,Line 3,Product D,1317,1044,71,240,Changeover,Night,3.7,74618.7
2026-03-17,Plant C,Line 2,Product A,785,763,10,8,Machine Failure,Morning,3.1,57518.38
2026-03-17,Plant D,Line 4,Product D,1140,994,51,64,Planned Maintenance,Evening,6.4,70595.19
2026-03-17,Plant A,Line 3,Product B,1136,1055,42,45,Power Failure,Morning,3.2,73182.28
2026-03-17,Plant C,Line 1,Product C,786,771,26,54,Changeover,Morning,5.1,69995.16
2026-03-18,Plant B,Line 1,Product A,856,732,26,55,Planned Maintenance,Morning,4.4,58899.37
2026-03-18,Plant A,Line 3,Product E,1074,1015,32,51,Planned Maintenance,Evening,2.7,80449.49
2026-03-18,Plant D,Line 3,Product B,1130,985,42,62,Material Shortage,Morning,3.1,75710.85
2026-03-18,Plant A,Line 3,Product E,1148,1031,28,32,Planned Maintenance,Night,5.1,82593.64
2026-03-18,Plant B,Line 1,Product D,1266,1054,59,110,Planned Maintenance,Morning,3.7,67860.35
2026-03-18,Plant B,Line 4,Product E,1038,944,39,38,Power Failure,Morning,2.7,76865.52
2026-03-18,Plant C,Line 2,Product A,818,806,19,41,Material Shortage,Morning,1.8,58177.12
2026-03-18,Plant A,Line 1,Product E,944,883,34,57,Changeover,Evening,6.0,75125.24
2026-03-18,Plant A,Line 1,Product C,658,645,13,42,Power Failure,Night,3.0,59890.34
2026-03-18,Plant A,Line 1,Product A,900,831,18,22,Planned Maintenance,Morning,1.7,61745.89
2026-03-19,Plant A,Line 2,Product A,787,747,24,60,Power Failure,Morning,1.2,53852.28
2026-03-19,Plant B,Line 3,Product C,753,656,25,55,Machine Failure,Morning,6.5,68029.72
2026-03-19,Plant C,Line 2,Product A,889,845,18,60,Power Failure,Night,3.3,63948.44
2026-03-19,Plant D,Line 1,Product D,1230,1030,60,147,Machine Failure,Night,6.5,73762.93
2026-03-19,Plant A,Line 2,Product E,1053,952,33,27,Changeover,Evening,2.5,73562.95
2026-03-19,Plant D,Line 2,Product B,1094,870,48,81,Material Shortage,Morning,6.1,70939.51
2026-03-19,Plant C,Line 4,Product D,1171,1130,29,15,Changeover,Evening,0.4,61962.88
2026-03-19,Plant B,Line 4,Product B,1003,891,35,57,Quality Issue,Night,6.5,68612.45
2026-03-19,Plant B,Line 3,Product B,1234,1126,44,50,Machine Failure,Evening,2.0,79504.15
2026-03-19,Plant D,Line 3,Product A,835,661,33,95,Power Failure,Night,6.8,56550.87
2026-03-19,Plant C,Line 2,Product E,926,930,28,19,Material Shortage,Evening,1.5,69513.33
2026-03-19,Plant A,Line 3,Product E,997,909,26,5,Power Failure,Morning,5.4,75524.98
2026-03-20,Plant D,Line 4,Product D,1132,947,46,85,Power Failure,Evening,6.5,68011.82
2026-03-20,Plant C,Line 2,Product A,901,872,22,26,Machine Failure,Evening,2.0,60578.46
2026-03-20,Plant D,Line 2,Product E,896,741,42,94,Machine Failure,Morning,5.7,68298.96
2026-03-20,Plant D,Line 2,Product C,755,648,23,50,Changeover,Night,5.0,69035.3
2026-03-20,Plant A,Line 4,Product E,920,831,22,72,Machine Failure,Night,7.6,72954.3
2026-03-20,Plant D,Line 3,Product B,1150,959,53,101,Planned Maintenance,Night,7.9,76217.11
2026-03-20,Plant B,Line 1,Product C,797,693,7,27,Quality Issue,Morning,8.1,72204.06
2026-03-21,Plant B,Line 3,Product C,753,640,14,45,Machine Failure,Night,2.7,62929.05
2026-03-21,Plant B,Line 1,Product A,995,869,33,37,Planned Maintenance,Night,5.5,73926.14
2026-03-21,Plant D,Line 2,Product B,1083,904,49,49,Material Shortage,Evening,7.0,73252.26
2026-03-21,Plant A,Line 3,Product A,995,935,21,43,Changeover,Morning,1.6,72001.17
2026-03-21,Plant C,Line 4,Product C,656,581,19,47,Material Shortage,Evening,7.2,56126.55
2026-03-21,Plant B,Line 1,Product D,1257,1118,53,64,Material Shortage,Evening,3.6,70128.38
2026-03-21,Plant C,Line 1,Product A,954,911,18,27,Planned Maintenance,Night,1.5,65152.34
2026-03-21,Plant A,Line 2,Product E,924,845,13,77,Power Failure,Morning,3.9,70511.13
2026-03-21,Plant A,Line 4,Product B,1013,944,37,28,Changeover,Morning,2.9,64554.27
2026-03-21,Plant C,Line 4,Product A,749,724,18,42,Quality Issue,Evening,0.0,53128.8
2026-03-21,Plant A,Line 3,Product D,1271,1229,33,24,Machine Failure,Morning,0.7,71213.33
2026-03-21,Plant A,Line 2,Product E,1030,950,27,49,Changeover,Night,0.9,75863.42
2026-03-22,Plant A,Line 3,Product A,966,763,31,161,Machine Failure,Morning,2.9,61206.29
2026-03-22,Plant A,Line 3,Product D,1206,1107,61,82,Material Shortage,Night,3.5,70261.03
2026-03-22,Plant B,Line 1,Product E,1037,935,40,18,Machine Failure,Morning,5.0,81590.93
2026-03-22,Plant B,Line 2,Product C,677,660,20,53,Machine Failure,Morning,3.2,65612.48
2026-03-22,Plant D,Line 2,Product B,1029,831,49,151,Changeover,Night,3.6,65274.64
